id,lat,long,SiteName,Collection,Substrate,Collector-Analyst,SampleType,Habitat,Year,region
505,5.185,-73.783,Suesca,Colombia-Andes-Eastern,epipelon,Velez,surface sediment,Lake,2001,Colombia-Andes-Eastern
506,5.185,-73.783,Suesca,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2001,Colombia-Andes-Eastern
507,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
508,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
509,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
510,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
511,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
512,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
513,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
514,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
515,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
516,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
517,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
518,4.5,-73.935,Ubaque,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2014,Colombia-Andes-Eastern
519,5.466,-73.752,Fuquene,Colombia-Andes-Eastern,epipelon,Velez,surface sediment,Lake,2001,Colombia-Andes-Eastern
520,5.466,-73.752,Fuquene,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2001,Colombia-Andes-Eastern
521,5.466,-73.752,Fuquene,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2001,Colombia-Andes-Eastern
522,5.466,-73.752,Fuquene,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2001,Colombia-Andes-Eastern
523,4.972,-73.83,Guatavita,Colombia-Andes-Eastern,periphyton,Velez,modern,Lake,2001,Colombia-Andes-Eastern
524,4.972,-73.83,Guatavita,Colombia-Andes-Eastern,phytoplankton,Velez,modern,Lake,2001,Colombia-Andes-Eastern
525,8.318,-75.118,Ayapel,Colombia-Lowlands-North,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-North
526,8.318,-75.118,Ayapel,Colombia-Lowlands-North,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-North
527,8.318,-75.118,Ayapel,Colombia-Lowlands-North,periphyton,Velez,modern,Lake,2001,Colombia-Lowlands-North
528,8.318,-75.118,Ayapel,Colombia-Lowlands-North,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-North
529,3.378,-73.424,Margaritas,Colombia-Lowlands-Eastern,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-Eastern
530,3.378,-73.424,Margaritas,Colombia-Lowlands-Eastern,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-Eastern
531,3.378,-73.424,Margaritas,Colombia-Lowlands-Eastern,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-Eastern
532,4.58,-71.33,Carimagua,Colombia-Lowlands-Eastern,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-Eastern
533,4.58,-71.33,Carimagua,Colombia-Lowlands-Eastern,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-Eastern
534,4.58,-71.33,Carimagua,Colombia-Lowlands-Eastern,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-Eastern
535,4.58,-71.33,Carimagua,Colombia-Lowlands-Eastern,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-Eastern
536,4.58,-71.33,Carimagua,Colombia-Lowlands-Eastern,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-Eastern
537,4.133,-73.38,Pinal,Colombia-Lowlands-Eastern,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-Eastern
538,4.133,-73.38,Pinal,Colombia-Lowlands-Eastern,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-Eastern
539,4.133,-73.38,Pinal,Colombia-Lowlands-Eastern,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-Eastern
540,5.134,-72.753,Juncal,Colombia-Lowlands-Western,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-Western
541,5.134,-72.753,Juncal,Colombia-Lowlands-Western,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-Western
542,5.134,-72.753,Juncal,Colombia-Lowlands-Western,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-Western
543,6.478,-75.765,Antioquia,Colombia-Lowlands-Western,periphyton,Velez,modern,Lake,2001,Colombia-Lowlands-Western
544,6.568,-75.8,Antioquia,Colombia-Lowlands-Western,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-Western
545,6.568,-75.8,Antioquia,Colombia-Lowlands-Western,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-Western
546,6.595,-75.814,Antioquia,Colombia-Lowlands-Western,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-Western
547,6.595,-75.814,Antioquia,Colombia-Lowlands-Western,epipelon,Velez,surface sediment,Lake,2001,Colombia-Lowlands-Western
548,6.595,-75.814,Antioquia,Colombia-Lowlands-Western,periphyton,Velez,modern,Lake,2001,Colombia-Lowlands-Western
549,6.563,-75.801,Antioquia,Colombia-Lowlands-Western,phytoplankton,Velez,modern,Lake,2001,Colombia-Lowlands-Western
550,6.563,-75.801,Antioquia,Colombia-Lowlands-Western,periphyton,Velez,modern,Lake,2001,Colombia-Lowlands-Western
551,6.563,-75.801,Antioquia,Colombia-Lowlands-Western,periphyton,Velez,modern,Lake,2001,Colombia-Lowlands-Western
552,-30.823,-62.313,Mar Chiquita,McGlue-lowlands,epipelon,McGlue,surface sediment,Lake,2008,Argentina-MarChiquita
553,-30.85,-62.637,Mar Chiquita,McGlue-lowlands,epipelon,McGlue,surface sediment,Lake,2008,Argentina-MarChiquita
554,-30.82,-62.782,Mar Chiquita,McGlue-lowlands,epipelon,McGlue,surface sediment,Lake,2008,Argentina-MarChiquita
555,-18.392,-57.508,Baia Vermelha,McGlue-lowlands,epipelon,McGlue,surface sediment,Lake,2011,Pantanal
556,-18.392,-57.508,Baia Vermelha,McGlue-lowlands,epipelon,McGlue,surface sediment,Lake,2011,Pantanal
557,-18.392,-57.508,Baia Vermelha,McGlue-lowlands,epipelon,McGlue,surface sediment,Lake,2011,Pantanal
558,-18.138,-57.55,Lagoon Mandiore,McGlue-lowlands,epipelon,McGlue,surface sediment,Lake,,
559,-18.9,-56.513,Nhecolandia,McGlue-lowlands,epipelon,McGlue,surface sediment,Lake,2011,Pantanal
560,-18.928,-56.552,Nhecolandia,McGlue-lowlands,epipelon,McGlue,surface sediment,Lake,,
561,-18.983,-56.662,Nhecolandia,McGlue-lowlands,epipelon,McGlue,surface sediment,Lake,,
562,-2.771,-79.233,Pallcacocha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
563,-2.843,-79.146,Llaviucu,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
564,0.217,-78.233,San Pablo,Ecuador project NGEO-February,epipelon,Fritz-Benito-Feitl,surface sediment,Lake,2017,Ecuador-Interandean
565,0.371,-78.102,Yahuarcocha,Ecuador project NGEO-February,epipelon,Fritz-Benito-Feitl,surface sediment,Lake,2017,Ecuador-Interandean
566,0.235,-78.089,Cunrro,Ecuador project NGEO-February,epipelon,Fritz-Benito-Feitl,surface sediment,Lake,2017,Ecuador-Interandean
567,0.235,-78.089,Cunrro,Ecuador project NGEO-February,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Interandean
568,0.232,-78.134,Cubilche,Ecuador project NGEO-February,epipelon,Fritz-Benito-Feitl,surface sediment,Lake,2017,Ecuador-Andean
569,0.232,-78.134,Cubilche,Ecuador project NGEO-February,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
570,0.138,-78.266,Caricocha,Ecuador project NGEO-February,epipelon,Fritz-Benito-Feitl,surface sediment,Lake,2017,Ecuador-Andean
571,0.114,-78.273,Chiriacu,Ecuador project NGEO-February,epipelon,Fritz-Benito-Feitl,surface sediment,Lake,2017,Ecuador-Andean
572,0.114,-78.273,Chiriacu,Ecuador project NGEO-February,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
573,0.3,-78.367,Cuicocha,Ecuador project NGEO-February,epipelon,Fritz-Benito-Feitl,surface sediment,Lake,2017,Ecuador-Andean
574,0.3,-78.367,Cuicocha,Ecuador project NGEO-February,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
575,0.124,-78.251,Yanacocha,Ecuador project NGEO-February,epipelon,Fritz-Benito-Feitl,surface sediment,Lake,2017,Ecuador-Andean
576,0.124,-78.251,Yanacocha,Ecuador project NGEO-February,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
577,0.129,-78.254,Huarmicocha,Ecuador project NGEO-February,epipelon,Fritz-Benito-Feitl,surface sediment,Lake,2017,Ecuador-Andean
578,0.129,-78.254,Huarmicocha,Ecuador project NGEO-February,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
579,-1.104,-78.586,Yambo,Ecuador project NGEO-February,epipelon,Fritz-Benito-Feitl,surface sediment,Lake,2017,Ecuador-Interandean
580,-1.104,-78.586,Yambo,Ecuador project NGEO-February,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Interandean
581,0.114,-77.965,San Marcos,Ecuador project NGEO-February,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
582,0.371,-78.102,Yahuarcocha,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Interandean
583,0.371,-78.102,Yahuarcocha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Interandean
584,0.506,-78.444,Pinan,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
585,0.506,-78.444,Pinan,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
586,0.506,-78.444,Pinan,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
588,-2.912,-79.292,Jigeno,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
589,-2.912,-79.292,Jigeno,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
590,-2.912,-79.292,Jigeno,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
591,-2.913,-79.254,Estrellascocha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
592,-2.913,-79.254,Estrellascocha,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
593,-2.913,-79.254,Estrellascocha,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
594,-2.781,-79.224,Toreadora,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
595,-2.781,-79.224,Toreadora,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
596,-2.781,-79.224,Toreadora,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
597,-2.781,-79.219,Marmolcocha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
598,-2.781,-79.219,Marmolcocha,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
599,-2.781,-79.219,Marmolcocha,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
600,-2.754,-79.232,Pinancocha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
601,-2.754,-79.232,Pinancocha,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
602,-2.754,-79.232,Pinancocha,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
603,-2.782,-79.209,Patoquinuas,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
604,-2.782,-79.209,Patoquinuas,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
605,-2.782,-79.209,Patoquinuas,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
606,-2.766,-79.229,Rinoncocha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
607,-2.766,-79.229,Rinoncocha,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
608,-2.766,-79.229,Rinoncocha,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
609,-2.76,-79.236,Fondococha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
610,-2.76,-79.236,Fondococha,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
611,-2.77,-79.16,Dos Chorreras,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
612,-2.77,-79.16,Dos Chorreras,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
613,-2.77,-79.16,Dos Chorreras,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
614,-0.500232,-76.370802,Garzacocha,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Amazonia
615,-0.500232,-76.370802,Garzacocha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Amazonia
616,-0.500232,-76.370802,Garzacocha,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Amazonia
617,-0.473,-76.46,Mandicocha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Amazonia
618,-0.473,-76.46,Mandicocha,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Amazonia
619,-0.525,-76.437,Anangucocha,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Amazonia
620,-0.525,-76.437,Anangucocha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Amazonia
621,-0.399,-76.614,Limoncocha,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Amazonia
622,-0.399,-76.614,Limoncocha,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Amazonia
623,-0.399,-76.614,Limoncocha,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Amazonia
624,-1.727,-78.759,Colta-1,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Interandean
625,-1.727,-78.759,Colta-1,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Interandean
626,-1.727,-78.759,Colta-1,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Interandean
627,-1.727,-78.759,Colta-2,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Interandean
628,-1.727,-78.759,Colta-2,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Interandean
629,-2.18,-78.5,Kuyuk,Ecuador project NGEO-July,,Fritz-Benito-Feitl,core top,Lake,2017,Ecuador-Andean
630,-2.18,-78.5,Kuyuk,Ecuador project NGEO-July,periphyton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
631,-2.18,-78.5,Kuyuk,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
632,-2.177,-78.504,Laguna Negra-Sangay,Ecuador project NGEO-July,plankton,Fritz-Benito-Feitl,modern,Lake,2017,Ecuador-Andean
633,-35.75,-72.217,Cienagas de Name,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Coastal
634,-33.202,-70.824,Batuco,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Coastal
635,-33.846,-70.915,Aculeo,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Coastal
636,-33.648,-70.125,Laguna Negra-Chile,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Andean
637,-33.752,-71.679,Laguna Albufera,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Coastal
638,-32.087,-70.585,Laguna Canchuca,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Andean
639,-33.647,-70.063,Lo Encanado,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Andean
640,-33.288,-71.653,Humedal de Tunquien,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Coastal
641,-35.177,-70.549,Laguna de Teno,Chile-Carrevedo,plankton,MLCarrevedo,modern,Lake,2013,Chile-Andean
642,-32.6,-70.558,Laguna Copin,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Andean
643,-33.505,-71.606,Peral,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Coastal
644,-34.806,-72.055,Vichuquen,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Coastal
645,-32.257,-70.497,Chepical,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Andean
646,-34.03,-70.317,Laguna Ocho,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Andean
647,-33.43,-70.841,Laguna Caren,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Coastal
648,-32.822,-70.133,Laguna del Inca,Chile-Carrevedo,,MLCarrevedo,core top,Lake,2013,Chile-Andean
649,-36.06,-70.489,El Maule,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Andean
650,-34.806,-72.055,Vichuquen,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Coastal
651,-33.763,-71.676,Matanzas,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Coastal
652,-33.505,-71.606,Peral,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Coastal
653,-36.86,-73.111,Laguna Grande,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Coastal
654,-33.647,-70.063,Lo Encanado,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Andean
655,-23.73,-67.77,Laguna Miscanti,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Andean
656,-23.769,-67.791,Miê±iques,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Andean
660,-33.846,-70.915,Aculeo,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Coastal
661,-32.257,-70.497,Chepical,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Andean
662,-33.202,-70.824,Batuco,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Coastal
663,-33.765,-71.702,Colejuda,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Coastal
664,-26.501,-68.1,Peinado,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Andean
666,-35.75,-72.217,Cienagas de Name,Chile-Blas,,Blas Valero-Garcê©s,core top,Lake,0,Chile-Coastal
667,-27.646,-68.543,Laguna Negra-Arg,Universitê© Grenoble Alpes,,Stephanie Guedron,surface sediment,Lake,2017,Argentina-Andean