"Clm-L-E_Pinal-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24962511246626,0,0,0,0,0,0.619814055783265,0,36.1591522543237,0,15.3753873837849,0,0,0,0,0,0,0,0,0,0,0.619814055783265,0,0,0,0,0,1.03968809357193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419874037788663,8.31750474857543,0,0,0,0,0.629811056682995,0,0.419874037788663,0.209937018894332,0,0.829751074677597,0,0.829751074677597,0,1.45956213136059,0,0,0.209937018894332,0,0,0,0,7.4777566729981,0,4.98850344896531,1.03968809357193,0,0,0,0.419874037788663,0,0,0,6.23812856143157,0,0,0,0.209937018894332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829751074677597,0,1.45956213136059,0,0,0,0,0,0,0,0,0,0,0,0,1.03968809357193,0,0,0,0,0,0,0,2.07937618714386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419874037788663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209937018894332,0,0,0.619814055783265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15875237428771,0,0,0,0,0,0.419874037788663,0,0,0,0,0,0,0,0
"Clm-L-E_Pinal-3",0.689862027594481,0,0,0,0,0,0,0,0,0,0,0,0,0.22995400919816,0,0,0.22995400919816,0,0,0,0.22995400919816,0,5.04899020195961,0,23.8452309538092,0,29.5840831833633,0,0,0,0,0,0,0,0,0,0,1.1497700459908,0,0,0,0,0,0.459908018396321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919816036792642,2.749450109978,0,0,0,0,0.459908018396321,0,3.66926614677065,0.459908018396321,0.22995400919816,3.89922015596881,0,0,0.22995400919816,1.37972405518896,0,0,0.22995400919816,0,0,0,0,3.43931213757249,0,2.05958808238352,0,0,0,0,0.459908018396321,0,0,0,2.749450109978,0,0,0.459908018396321,0,0,0,0,0,0,0,0,0,0.919816036792642,0,0,0,0,0,1.37972405518896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1497700459908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37972405518896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05958808238352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95880823835233,0,0,0,1.82963407318536,0,0,0.459908018396321,0,0,0,0,0,0,0
"Clm-L-N_Ayapel-1",0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,13.4,0,0,0,8.1,2.7,0.2,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,1.1,0,2.8,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,6.1,0,0,0,0,0,5.7,0,2.8,0,0,0,0,0,0,0,3.8,6.6,0,0,0,1.1,0,0.8,0,0,0,10.8,0,0.6,0,0,4.5,0,0,0,0,0,0.6,1.7,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2.5,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
"Clm-L-N_Ayapel-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92497430626927,0,0,0,0,0,2.5693730729702,0,0,0,11.5107913669065,0,1.13052415210689,0,0,0,0,2.15827338129496,0,0,0,0,0,0,0,0,8.01644398766701,0,0,0,0,1.13052415210689,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77492291880781,0,0.92497430626927,0,0,0,0,0,0,0,0,1.02774922918808,0,0,0,2.5693730729702,0,0,0,17.1634121274409,0,1.13052415210689,0,0.205549845837616,0,10.9969167523124,0,0,0,0,0,0,0,10.7913669064748,0,0,0,0,0,0,0,0,0,4.21377183967112,2.5693730729702,0,0,0,0,0,0,0,0,0,0,3.28879753340185,0.92497430626927,0,0,0,0,0,0.92497430626927,0,0,0,0,0,0,0,0,0,0,0,2.77492291880781,0,0,0,0,0,0,0,0,0,6.98869475847893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92497430626927,0,0,0,0,0,0,0,2.15827338129496,0,0,0.205549845837616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clm-L-N_Ayapel-3",0,0,0.200803212851406,0,0,0,0,0,0,0,0,0,0,0,0.70281124497992,0,0,0,0,0,1.70682730923695,0,0,0,6.42570281124498,0,1.50602409638554,0,0,0,0,5.12048192771084,0,0,0,0,0,0,0,0,7.42971887550201,0,0,0,0,0.200803212851406,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50602409638554,0,11.8473895582329,0,0,0,0,0,0,0,0,0,0,0,0,0.70281124497992,0,0,0,8.83534136546185,0,0.502008032128514,0,0.200803212851406,0,7.83132530120482,0,0,0,0,0,0,0,6.92771084337349,0,0,0,0,0,0,0,13.5542168674699,0,5.92369477911647,2.20883534136546,0,0,0,0,2.71084337349398,0,0,0,0,0,4.71887550200803,0.200803212851406,0,0,0,0,0,2.51004016064257,0,0,0,0,0,0,0,0,0,0,0,2.91164658634538,0,0,0,0,0,0,0,0,0,1.00401606425703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70281124497992,0,0,0,0.200803212851406,0,1.70682730923695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clm-L-N_Ayapel-4",0,0,0,0,0,0,0,0,0,0.199600798403194,0,0,0,0,0,0,0,0,0,0,10.4790419161677,0,0,0,3.0938123752495,4.59081836327345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49700598802395,0,0,0,0.399201596806387,0,0,0,0,0.199600798403194,0,0.199600798403194,1.09780439121757,0,0,0,0,0,0,0,0,9.98003992015968,0,0,0,8.08383233532934,0,0,0,0.898203592814371,0,0,0.698602794411178,7.58483033932136,0,1.99600798403194,0,1.29740518962076,0,0,0,0,0,8.08383233532934,8.48303393213573,0,1.99600798403194,0,0,0,0,0,0,0.399201596806387,13.4730538922156,0,0,2.39520958083832,0,0,0,0,0,0,0,0,0.898203592814371,0.898203592814371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69660678642715,0.199600798403194,0,0.399201596806387,0,0,0,0,0,0.199600798403194,0.199600798403194,0,0,0,0,0,0,0,0.898203592814371,0,0,0,0,0,1.29740518962076,0,0,0,0,0,0,0,0.698602794411178,0.199600798403194,0.898203592814371,1.99600798403194,0,0,0,0,0,0,0,0,0,0,2.19560878243513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199600798403194,0,0,0,0,0,0,0,0
"Clm-L-W_Antioq-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.981308411215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.785046728972,39.7196261682243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934579439252336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10280373831776,0,0,0,0,0,0,0,0,0.467289719626168,0,0,14.9532710280374,5.14018691588785,0,0,0,0,0,0,0,0,0,0,0,2.57009345794392,0.700934579439252,0.467289719626168,0,0,0,3.73831775700935,0,0,0,0,1.16822429906542,0,0,0.233644859813084,0,0.233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16822429906542,1.4018691588785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233644859813084,0,0,0,0,0
"Clm-L-W_Antioq-2",0,1.19047619047619,0,0.170068027210884,0,0,0,0,0,1.02040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6938775510204,0,0,0,0,0.510204081632653,1.02040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08163265306122,0,0,0,0,8.16326530612245,5.95238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53061224489796,0,0,0,0,5.4421768707483,0,0,31.8027210884354,0,0,0,0,0,0,0,0,0,0,0.340136054421769,0,0.680272108843537,0.340136054421769,0,0,0.340136054421769,0,0,0,0,0,0,0,0,0,0.340136054421769,0.170068027210884,1.36054421768707,0,0,0,0.340136054421769,0,0,0,0,0,0,0,0,0.170068027210884,0,0,0,0,0,0,0,0,0.340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clm-L-W_Antioq-3",0,3.1496062992126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8740157480315,0,0,0,0,5.7742782152231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8608923884514,10.498687664042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0498687664042,0,0,0,3.6745406824147,0,0,0,0,11.5485564304462,0,0,38.3202099737533,0,0,0,0,0,0,0,0,0,0.26246719160105,0,0,0,0.5249343832021,0,0,0.5249343832021,0,0,0,0,0,0,0,0,0,0.5249343832021,0.5249343832021,0.26246719160105,0,0,0,0.5249343832021,0,0,0,0,1.0498687664042,0,0,0,0.5249343832021,0,0,0,0,0,0,0,0,0,0,0,0.5249343832021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clm-L-W_Antioq-4",0,0,0,1.48619957537155,0,1.06157112526539,0,0,0,1.48619957537155,0,0,3.82165605095541,0,0,0,0,1.48619957537155,0,0,0,0,0,0,0.212314225053079,0,0,0,0,0,0,0,0,0,0,8.06794055201699,0,0,0,0,0,0,0,0,0,0,4.03397027600849,0,0,0,0,0,0,0,4.03397027600849,0,0,0,0,2.12314225053079,0,0,0,0.212314225053079,0,0,0,0,0,0,0,0,0,0,0.212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9723991507431,0,0,0,0,0,0,0,0,0,0.424628450106157,0,0,1.06157112526539,0,0,0,0,0,0,0,0,0,0,0,13.588110403397,0,2.76008492569002,0,0,0,3.18471337579618,0,0,0,0,0,2.76008492569002,0,0,3.82165605095541,0,0,0,0,0.424628450106157,0,22.0806794055202,0,0,0,0.424628450106157,1.69851380042463,0,11.0403397027601,0,2.33545647558386,0,0,0.212314225053079,0,0,0,0.424628450106157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06157112526539,0,0,0,0,0.212314225053079,0,0.424628450106157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424628450106157,0,0,0,0,0,0.424628450106157
"Clm-L-W_Antioq-5",0,0,0,4.40835266821346,0,0,0,0.464037122969838,1.62412993039443,0.696055684454756,0,0,0,0,0,0,0,1.16009280742459,0,0,0,0,0,0.232018561484919,0,0,0,1.85614849187935,0,0.232018561484919,0,0,0.696055684454756,0,0,7.65661252900232,0,0,0,0.232018561484919,0,0,0,0,0,0,0.928074245939675,0.464037122969838,0,0,0,0,0,0.232018561484919,4.87238979118329,0.928074245939675,0.232018561484919,0.464037122969838,0,1.16009280742459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08816705336427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232018561484919,0,0,0,0,4.17633410672854,0,13.6890951276102,0,0,3.7122969837587,0,0,0,0,1.16009280742459,0.464037122969838,0,0,3.48027842227378,0,0,2.55220417633411,0,0,0,0,4.17633410672854,0,12.2969837587007,0,0,0,2.55220417633411,6.96055684454756,0,0,0,1.62412993039443,0,0,0,0,0,0.464037122969838,0,0,0,0.464037122969838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696055684454756,0,2.08816705336427,0,2.08816705336427,0,0,0,0,0,0.232018561484919,0,0,0,0,0,0,0,0,0,0,0,1.62412993039443,0,1.16009280742459,2.78422273781903,0.696055684454756
"Clm-L-W_Antioq-6",0,0.248756218905473,0,5.72139303482587,0,0,0,0,0.746268656716418,0,0,0,3.23383084577114,0,0,0,0,0.995024875621891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746268656716418,0,0.497512437810945,0,0,0,0,0.248756218905473,0,0,0,0,0,2.7363184079602,0,0,0,0,0,0,0,0.497512437810945,0,0,0.497512437810945,0,1.74129353233831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248756218905473,0,0,1.49253731343284,0,0,0,0,0,0,0,0,0,2.7363184079602,0,0,0,0,0,0,0,0.746268656716418,0,0,0,0,0,0,5.4726368159204,0,0,0,0,0,0,0,0.746268656716418,0,0,0,0.995024875621891,0,0,2.48756218905473,0,0,0,0,0.497512437810945,0,10.6965174129353,0,0,0,1.49253731343284,0,0,52.2388059701493,0,0,0,0,0,0,0,0.497512437810945,0.746268656716418,0,0.248756218905473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497512437810945,0,0.248756218905473,0,0
"Clm-L-W_Antioq-7",0,0,0,0,0,0,14.9253731343284,0,0.995024875621891,0.248756218905473,0,0,1.49253731343284,0,0,0,0,0.995024875621891,0,4.97512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98507462686567,0,0,0,0,0,0,0,0,0,2.23880597014925,0,0,0,0,0,0,0,4.47761194029851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497512437810945,0,10.4477611940298,0,0,1.49253731343284,0,0,0,3.98009950248756,0,0.497512437810945,0,0,0,0,1.49253731343284,0,0,0,0,0,1.74129353233831,0,29.3532338308458,0,0,0,0.746268656716418,0,0,0,0.497512437810945,0,14.6766169154229,0,0,0,0,0,0.248756218905473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497512437810945,0,0,0,0,0,0,0.248756218905473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248756218905473,0,0,0,0,0
"Clm-L-W_Antioq-8",0,0,0,0,0,0,0,0,10.4938271604938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4938271604938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32098765432099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9259259259259,3.7037037037037,0,0,0,0,0,0,10.4938271604938,0,0,0,6.17283950617284,0,2.46913580246914,0,0,0,0,0,15.4320987654321,0,0,0,0,0,0.617283950617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40740740740741,0,0,0,0,0
"Clm-L-W_Antioq-9",0,0,0,0,0,0,18.4,0,0,0,0,0,2.4,0,0,0,0,1.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,30.8,0,0,0,0,1.6,0,4.8,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clm-L-W_Juncal-1",0,0,0,0,0,0,0,0,0,0,0,0,5.00500500500501,0,0,0,0,0,0,0,0,0,0,0,0.2002002002002,0,0,0,0,0,0,0,0,0,0,0.2002002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6006006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7157157157157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2002002002002,0,0,0,0,0,1.6016016016016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0750750750751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4004004004004,0,0,0,0,0,0.800800800800801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2002002002002,0,0,0
"Clm-L-W_Juncal-2",0,0,0,0,0,0,0,0,0,0,0,0,1.9019019019019,0,0,0,0,0,0,0,2.4024024024024,0,0,0,0.2002002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2002002002002,0,0,0,0,0,0,0,0,3.8038038038038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6036036036036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2002002002002,0,0,0,0,0,0,0,26.6266266266266,0,0,0,0,0,7.60760760760761,0,0,0,0,0,0,0,0,0,0,0,0,1.2012012012012,0,0,0.2002002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2002002002002,0,0,0,0,0,0,0,0,48.2482482482482,0,0,0,0,0,0,1.7017017017017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9019019019019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clm-L-W_Juncal-3",0,0,0,0,0,0,0,0,0,0,0,0,62.9258517034068,0,0,0,0,0,0,0,0,0,0,0,0.200400801603206,1.40280561122244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20440881763527,0,0,0,0,0,0,0,0,29.5591182364729,0,0,0,0,0,0,2.40480961923848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200400801603206,0,0.501002004008016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200400801603206,0,0,0
