64;656,15;531,85;744,98;0;0;0;0;0;0;211;0;0;0;2;0;6;0;0;35;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;23;0;0;0;18;0;0;3;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;38;0;19;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;1;0;0;0;5;3;0;0;0;0;0;3;2;5;9;0;0;0;1;0;2;9;9;0;0;0;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;28;0;0;0;0;0
65;702,10;561,47;794,10;0;0;0;0;0;0;196;0;0;0;1;0;1;0;0;40;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;24;0;0;0;4;0;1;1;14;1;21;0;0;0;0;0;0;0;0;0;0;0;2;0;5;40;0;10;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;58;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;6;0;0;14;1;0;0;0;7;0;7;7;0;0;1;23;0;0;0;0;1;0;0;0;0;1;0;0;0;5;1;0;0;0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;1;4;0;0;0;66;30;0;2;0;0;0
67;817,97;635,25;922,57;0;0;0;0;0;0;210;0;0;0;0;0;27;0;0;23;0;0;1;1;0;0;1;0;0;0;0;3;0;19;0;0;5;0;28;0;0;0;10;0;3;3;5;2;9;0;0;0;0;0;0;0;0;0;3;0;2;0;1;28;0;22;0;0;0;0;1;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8;3;0;8;0;0;0;0;0;2;10;7;0;0;0;14;0;0;1;0;3;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;5;0;1;1;0;0;24;16;0;3;0;0;0
68;881,55;676,38;993,75;0;0;0;0;0;0;143;0;0;0;1;0;0;0;0;56;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;0;0;0;15;0;0;0;6;0;1;0;4;6;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;34;0;11;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;37;37;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;4;5;0;4;0;0;0;0;1;0;14;9;0;0;0;21;0;0;0;0;5;0;0;0;0;0;0;0;0;5;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;16;0;0;0;0;0
70;982,03;742,54;1105,97;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;41;0;0;0;0;1;0;0;0;0;0;0;0;0;8;0;0;0;2;26;0;0;0;7;0;5;0;11;1;8;0;0;0;0;0;0;1;0;0;3;0;0;0;2;16;0;15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;44;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;15;30;0;0;0;0;0;0;0;0;30;15;0;0;1;17;0;2;0;0;9;0;0;0;0;0;0;0;0;6;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;32;26;0;0;0;5;0
73;1126,11;849,57;1262,67;0;0;0;0;0;0;161;0;0;0;1;0;7;0;0;58;0;0;0;0;0;0;0;0;0;0;0;1;0;9;1;0;0;0;17;0;0;0;8;0;0;4;3;0;11;0;0;0;0;0;0;1;0;0;0;2;1;0;0;58;0;22;0;1;0;14;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;10;0;0;1;0;0;0;0;0;20;1;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;1;2;0;1;4;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;8;0;0;0;1;5;0;0;0;0;21;20;0;0;0;0;0
75;1210,83;916,72;1353,67;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;64;0;0;0;15;0;13;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;66;0;35;12;0;3;0;0;1;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;1;8;0;0;0;0;0;0;1;0;18;0;0;0;0;0;1;0;0;12;10;0;0;0;7;3;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;62;0;0;2;0;3;0;0;0;0;5;19;0;0;0;0;0
78;1328,08;1018,05;1474,60;0;0;0;0;0;0;148;0;0;0;3;0;13;1;0;66;0;0;0;0;0;0;0;0;0;0;1;1;0;13;0;0;0;0;68;0;0;0;55;0;3;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;24;6;0;5;14;3;2;0;3;0;13;1;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;35;12;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;20;0;0;0;5;0
80;1368,36;1055,13;1517,25;0;0;0;0;0;0;39;0;0;0;0;0;10;0;1;72;0;0;0;0;0;0;0;0;0;0;0;6;0;21;1;0;0;0;82;1;0;0;66;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;0;4;0;0;6;3;3;0;0;5;1;15;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;3;0;5;0;0;0;0;0;5;0;0;1;9;1;0;0;0;0;24;1;0;0;0;1;0;3;0;0;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;45;0;0;6;1;0;25;0;0;0;1;23;0;0;0;0;0
83;1481,14;1166,27;1632,82;0;0;0;0;0;0;140;0;0;17;2;0;15;0;0;50;0;0;0;0;0;0;3;0;0;1;0;1;0;14;0;0;0;0;31;0;0;0;45;1;7;0;1;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;32;23;0;0;5;0;3;0;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;1;2;0;0;0;0;14;15;0;0;0;7;2;0;1;0;8;0;0;0;0;0;0;2;0;5;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;75;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;3;0;0;0;0;0;0;0;0;0;0;0;10;23;0;0;0;0;0
85;1571,71;1265,39;1723,16;0;1;0;0;0;0;171;0;0;0;2;0;3;0;0;51;0;0;0;0;0;0;1;0;0;1;0;5;0;14;0;0;0;1;55;0;0;0;3;0;4;0;19;0;29;0;0;0;0;0;0;0;2;0;0;0;0;0;0;48;0;25;0;0;0;0;0;6;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;15;0;0;0;1;0;0;1;0;13;3;0;1;0;12;0;1;0;0;2;0;0;0;0;0;0;0;0;7;1;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;1;1;0;0;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;61;20;0;1;0;1;0
88;1672,39;1384,65;1822,89;0;1;0;0;0;0;173;0;0;0;4;0;4;0;0;32;0;0;0;0;0;0;4;0;0;1;0;2;0;16;1;0;0;0;34;0;0;0;17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;62;0;8;0;0;3;2;0;3;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;3;1;0;1;0;0;0;0;0;0;10;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;1;0;0;0;0;4;0;0;0;0;1;0;0;0;0;16;0;0;0;0;0
90;1722,57;1449,27;1870,89;0;0;0;0;0;0;115;0;0;0;1;0;5;4;0;51;0;0;0;0;0;0;0;0;0;3;0;4;0;10;0;0;0;0;55;0;0;0;25;1;8;0;3;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;71;0;16;0;0;1;0;3;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;5;0;3;5;0;0;0;0;0;1;33;13;0;0;0;12;1;0;0;0;3;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;4;0;0;0;0;101;1;1;0;0;0;1;0;0;0;0;0;0;0;0;8;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;25;0;0;0;14;0
91;1753,40;1490,57;1900,32;0;0;1;0;0;0;61;0;0;0;13;0;8;0;0;45;0;0;6;0;0;0;1;0;0;0;0;15;0;15;0;0;7;0;50;0;0;0;43;0;0;0;1;15;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;30;0;15;4;0;14;1;0;14;1;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;10;0;0;0;0;34;11;0;0;0;1;0;1;0;0;5;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;1;0;0;0;1;8;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;1;0;3;0;0;4;24;0;0;0;0;0
93;1820,41;1581,65;1963,04;0;0;0;0;0;0;129;0;0;0;0;0;5;2;0;0;0;0;0;1;0;0;0;0;0;1;0;4;0;19;0;0;0;2;37;0;0;0;28;0;2;1;1;8;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;25;0;6;0;0;0;1;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0;10;14;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;2;0;27;0;0;0;0;1;0;1;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;2;0;128;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;14;31;0;0;0;0;0
95;1890,83;1674,73;2027,25;0;0;0;0;0;0;71;0;0;0;12;0;26;0;0;29;0;0;0;0;0;0;1;0;0;0;1;18;0;9;1;0;2;0;39;0;0;0;49;0;3;0;0;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;22;0;5;0;0;9;17;2;1;7;5;1;19;3;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;4;0;0;6;0;1;0;0;0;0;14;17;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;2;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;5;0;0;2;0;0;0;0;0;1;30;0;0;0;0;0
97;1957,25;1770,09;2087,32;0;0;0;0;0;0;82;0;0;0;12;0;30;0;0;26;0;0;0;0;0;0;0;0;1;1;0;15;1;18;0;0;0;0;42;8;0;0;15;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;5;0;0;0;2;37;0;19;0;0;0;4;2;7;2;3;0;4;1;0;0;0;0;1;1;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5;0;2;0;0;0;0;9;9;0;0;0;11;0;0;0;0;1;0;0;0;0;0;0;0;0;15;0;0;0;0;18;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;192;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;13;26;0;0;0;0;0
98;1989,09;1816,17;2115,67;0;0;0;0;0;0;103;0;0;0;0;0;15;0;0;33;0;0;0;0;0;0;0;0;0;3;0;9;0;17;0;0;0;0;15;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;3;0;0;1;6;0;7;1;6;1;3;3;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;3;0;3;0;0;0;0;0;0;10;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;201;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;0;0;0;3;10;0;0;0;0;0
101;2060,85;1918,08;2175,95;0;0;0;0;0;0;118;0;0;0;3;0;4;0;0;32;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;0;0;26;0;0;0;20;0;14;0;5;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;1;34;0;21;0;0;1;0;1;3;1;6;0;1;6;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;11;0;0;2;0;0;0;0;0;22;17;0;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0;1;9;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;105;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;1;2;0;0;0;0;0;0;0;0;9;9;0;5;0;0;0
103;2113,00;1994,73;2218,62;0;0;0;0;0;0;148;0;0;0;5;0;1;3;0;24;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;46;0;0;0;15;0;0;0;0;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1;14;0;0;7;8;0;3;0;5;1;1;0;0;0;0;0;3;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;2;0;6;0;0;0;0;0;2;36;1;0;0;0;20;0;0;1;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;113;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;0;3;0;0;0;0;0;7;20;0;0;0;0;0
105;2168,28;2074,65;2265,16;0;0;0;0;0;0;62;0;0;0;7;0;1;0;0;21;0;0;0;0;0;0;0;0;0;0;0;1;0;11;1;0;1;0;22;0;0;0;20;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;1;5;1;0;10;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;1;7;10;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;12;0;0;1;0;0;0;2;0;0;3;0;0;0;0;0;0;1;0;0;1;0;208;1;0;0;1;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;1;0;0;0;7;14;0;0;1;0;1;0;0;0;0;8;0;0;0;0;0
106;2195,08;2109,27;2287,26;0;0;0;0;0;0;107;0;0;0;0;0;7;0;0;27;0;0;0;0;0;0;0;0;0;1;2;6;0;7;0;0;6;2;30;0;0;0;37;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;1;41;0;7;0;0;10;0;1;4;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;1;1;0;0;0;0;0;0;30;12;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;1;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;20;0;0;0;1;0;0;0;0;0;18;0;0;0;0;0
108;2247,10;2169,27;2336,47;0;0;0;0;0;0;63;0;0;0;0;0;9;0;0;35;0;0;0;0;0;0;0;0;0;0;0;2;0;12;0;0;0;0;21;7;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;34;3;13;0;0;17;0;1;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;2;17;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;206;0;0;0;0;4;1;0;0;0;0;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;10;0;0;0;0;0
109;2272,48;2191,37;2365,61;0;0;0;0;0;0;104;0;0;0;5;0;3;1;0;35;0;0;0;0;0;0;0;1;0;0;0;3;0;7;0;0;0;1;34;1;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;34;0;13;0;0;0;4;0;6;1;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;10;15;0;0;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;146;1;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;8;2;0;0;0;2;0;0;0;0;0;14;0;0;0;0;0
111;2321,89;2231,30;2430,01;0;0;0;0;0;0;82;0;0;0;1;0;9;0;0;34;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;0;39;0;1;0;14;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;38;0;12;0;0;16;0;4;3;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;11;21;0;0;0;9;3;0;0;0;1;0;0;0;0;0;0;4;0;13;0;0;0;0;15;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;174;1;0;0;3;0;0;1;0;7;0;0;0;0;0;20;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;0;0;0;0;0
114;2393,02;2281,29;2524,62;0;0;0;0;0;0;171;0;0;0;0;0;9;0;0;46;0;0;0;0;0;0;0;0;0;0;1;1;0;7;0;0;0;2;53;3;0;0;28;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;58;0;24;0;0;12;0;0;15;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;13;0;0;0;1;0;0;0;0;36;30;2;0;0;18;0;0;0;0;0;0;0;0;1;0;0;0;0;16;0;0;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;48;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;8;0;0;0;1;0;0;0;0;0;20;0;0;0;0;0
115;2415,95;2295,35;2558,43;0;0;0;0;0;0;200;0;0;0;0;0;12;0;0;48;0;0;0;0;0;0;0;0;1;0;2;3;0;9;0;0;0;0;55;0;0;0;25;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;41;1;14;0;0;11;0;4;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;6;0;1;0;0;0;6;0;0;0;0;0;0;0;16;0;0;1;0;0;0;3;0;22;19;0;0;0;20;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;1;0;26;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;1;0;0;11;4;0;0;1;0;0;17;0;0;0;0;0
118;2479,83;2335,92;2651,13;0;0;0;0;0;0;170;0;0;0;2;0;5;0;0;59;0;0;0;0;0;1;0;0;0;0;5;1;0;11;0;0;0;2;38;0;0;0;14;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;37;5;16;0;0;11;0;0;4;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;3;0;13;17;0;0;0;17;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;15;0;0;0;0;0;0;4;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;0;0;4;10;0;0;0;1;0;9;0;0;0;0;0
120;2519,91;2362,71;2703,35;0;0;0;0;0;0;157;0;0;0;0;0;34;5;0;97;0;0;0;0;1;0;0;0;0;5;0;0;0;5;0;0;5;0;58;0;0;0;27;0;1;1;0;2;0;0;0;0;1;0;0;0;0;0;2;0;0;0;9;65;0;19;0;0;16;0;0;12;0;1;0;0;2;0;0;0;0;24;6;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;0;22;4;4;0;0;22;0;0;0;0;1;0;0;0;0;0;0;0;0;17;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;15;0;0;0;2;0;0;0;0;0;21;0;0;0;0;0
